Redshift,K-band mag,K-band dmag
 0.100, 21.768, 0.643
 0.075, 20.738, 0.295
 0.072, 20.972, 0.356
 0.123, 21.064, 0.383
 0.183, 21.509, 0.535
 0.101, 20.269, 0.201
 0.134, 20.931, 0.345
 0.072, 20.807, 0.312
 0.148, 20.749, 0.298
 0.180, 21.606, 0.573
 0.140, 20.864, 0.327
 0.151, 19.393, 0.094
 0.158, 21.336, 0.471
 0.181, 19.824, 0.137
 0.188, 18.693, 0.050
 0.196, 14.748, 0.001
 0.162, 18.818, 0.056
 0.122, 21.173, 0.416
 0.162, 14.413, 0.001
 0.106, 21.470, 0.519
 0.142, 15.758, 0.003
 0.169, 17.513, 0.017
 0.052, 21.432, 0.505
 0.169, 19.242, 0.082
 0.186, 18.776, 0.054
 0.191, 20.526, 0.249
 0.175, 17.088, 0.012
 0.178, 21.450, 0.512
 0.169, 14.033, 0.001
 0.151, 21.747, 0.633
 0.168, 21.953, 0.729
 0.167, 21.169, 0.415
 0.186, 20.763, 0.302
 0.179, 20.327, 0.211
 0.052, 15.545, 0.003
 0.192, 17.626, 0.019
 0.190, 19.991, 0.159
 0.164, 15.936, 0.004
 0.132, 21.876, 0.692
 0.139, 18.388, 0.038
 0.112, 19.123, 0.074
 0.132, 21.389, 0.490
 0.035, 20.422, 0.228
 0.185, 20.984, 0.359
 0.074, 15.910, 0.004
 0.173, 16.997, 0.011
 0.175, 15.859, 0.004
 0.098, 21.777, 0.647
 0.183, 19.984, 0.158
 0.132, 21.809, 0.661
 0.118, 19.930, 0.150
 0.142, 19.260, 0.084
 0.085, 21.479, 0.523
 0.069, 21.616, 0.578
 0.044, 19.814, 0.136
 0.198, 21.121, 0.400
 0.176, 21.862, 0.686
 0.042, 18.606, 0.047
 0.154, 21.791, 0.653
 0.115, 17.359, 0.015
 0.160, 17.170, 0.013
 0.114, 18.301, 0.035
 0.058, 21.958, 0.732
 0.193, 20.275, 0.202
 0.168, 17.250, 0.014
 0.198, 19.938, 0.151
 0.185, 21.111, 0.397
 0.167, 18.022, 0.027
 0.052, 20.243, 0.196
 0.131, 21.331, 0.469
 0.163, 20.382, 0.221
 0.115, 21.602, 0.572
 0.077, 20.517, 0.247
 0.039, 20.840, 0.321
 0.166, 15.048, 0.002
 0.194, 16.672, 0.008
 0.090, 21.670, 0.600
 0.188, 21.943, 0.724
 0.084, 21.807, 0.660
 0.166, 19.504, 0.104
 0.062, 21.633, 0.585
 0.169, 21.092, 0.391
 0.179, 14.868, 0.002
 0.172, 20.273, 0.201
 0.188, 19.005, 0.067
 0.121, 21.748, 0.634
 0.181, 21.404, 0.495
 0.172, 20.946, 0.349
 0.180, 18.524, 0.043
 0.187, 20.207, 0.190
 0.163, 15.870, 0.004
 0.171, 16.308, 0.006
 0.184, 21.521, 0.539
 0.149, 21.862, 0.686
 0.079, 16.437, 0.006
 0.174, 21.656, 0.594
 0.166, 21.047, 0.377
 0.164, 21.508, 0.534
 0.162, 18.500, 0.042
 0.177, 21.328, 0.468
 0.127, 17.593, 0.019
 0.089, 18.912, 0.061
 0.078, 21.036, 0.374
 0.160, 21.450, 0.512
 0.108, 21.684, 0.606
 0.160, 18.944, 0.063
 0.062, 13.958, 0.001
 0.071, 20.664, 0.278
 0.075, 19.501, 0.104
 0.191, 21.589, 0.566
 0.176, 21.637, 0.586
 0.180, 14.391, 0.001
 0.126, 17.817, 0.023
 0.162, 19.620, 0.115
 0.107, 20.849, 0.323
 0.095, 19.014, 0.067
 0.089, 21.044, 0.376
 0.073, 18.758, 0.053
 0.150, 21.866, 0.688
 0.142, 20.433, 0.230
 0.185, 21.807, 0.660
 0.052, 19.262, 0.084
 0.145, 21.966, 0.736
 0.030, 17.138, 0.012
 0.197, 17.126, 0.012
 0.185, 21.194, 0.423
 0.103, 16.913, 0.010
 0.119, 20.499, 0.243
 0.149, 16.342, 0.006
 0.112, 15.424, 0.003
 0.128, 20.023, 0.163
 0.169, 15.439, 0.003
 0.108, 21.623, 0.580
 0.033, 19.094, 0.072
 0.138, 21.963, 0.734
 0.151, 20.106, 0.175
 0.185, 15.902, 0.004
 0.086, 19.845, 0.140
 0.174, 19.488, 0.102
 0.160, 20.774, 0.304
 0.181, 21.936, 0.721
 0.132, 21.070, 0.384
 0.091, 20.937, 0.346
 0.166, 14.934, 0.002
 0.089, 16.611, 0.008
 0.180, 21.593, 0.568
 0.191, 21.705, 0.615
 0.142, 15.025, 0.002
 0.072, 19.436, 0.098
 0.162, 18.315, 0.036
 0.093, 18.027, 0.028
 0.177, 20.817, 0.315
 0.101, 19.070, 0.071
 0.101, 21.641, 0.588
 0.194, 20.468, 0.237
 0.177, 20.173, 0.185
 0.015, 17.396, 0.016
 0.144, 19.714, 0.125
 0.162, 20.396, 0.223
 0.138, 20.071, 0.170
 0.187, 21.833, 0.672
 0.156, 21.265, 0.446
 0.143, 21.176, 0.417
 0.174, 19.732, 0.127
 0.122, 20.540, 0.251
 0.116, 17.158, 0.012
 0.120, 18.703, 0.051
 0.055, 21.126, 0.401
 0.148, 21.581, 0.563
 0.165, 21.182, 0.419
 0.196, 20.356, 0.216
 0.144, 21.744, 0.632
 0.097, 19.170, 0.077
 0.152, 21.228, 0.434
 0.140, 17.245, 0.014
 0.092, 20.546, 0.253
 0.179, 20.550, 0.253
 0.193, 19.544, 0.108
 0.057, 18.916, 0.062
 0.197, 19.323, 0.089
 0.148, 15.520, 0.003
 0.155, 15.589, 0.003
 0.177, 21.048, 0.378
 0.130, 21.554, 0.552
 0.171, 18.768, 0.054
 0.152, 21.171, 0.415
 0.130, 21.826, 0.669
 0.089, 15.516, 0.003
 0.033, 19.595, 0.112
 0.036, 17.607, 0.019
 0.089, 20.065, 0.169
 0.192, 19.660, 0.119
 0.053, 19.275, 0.085
 0.098, 18.368, 0.038
 0.170, 18.971, 0.065
 0.105, 21.262, 0.445
 0.041, 18.559, 0.045
 0.100, 18.816, 0.056
 0.110, 19.375, 0.093
 0.152, 19.318, 0.088
 0.091, 18.837, 0.057
 0.195, 20.656, 0.276
 0.188, 21.127, 0.402
 0.076, 21.449, 0.512
 0.139, 20.218, 0.192
 0.102, 18.899, 0.061
 0.183, 20.761, 0.301
 0.178, 17.607, 0.019
 0.114, 21.772, 0.645
 0.194, 21.091, 0.390
 0.172, 21.662, 0.597
 0.147, 21.411, 0.497
 0.149, 21.840, 0.676
 0.097, 21.338, 0.471
 0.187, 15.533, 0.003
 0.161, 17.263, 0.014
 0.173, 20.484, 0.240
 0.123, 21.195, 0.423
 0.156, 18.598, 0.046
 0.198, 20.093, 0.173
 0.119, 20.281, 0.203
 0.154, 18.387, 0.038
 0.069, 19.430, 0.097
 0.074, 20.875, 0.330
 0.161, 20.752, 0.299
 0.148, 21.053, 0.379
 0.059, 21.616, 0.578
 0.139, 20.465, 0.236
 0.188, 21.678, 0.603
 0.188, 17.251, 0.014
 0.169, 19.896, 0.146
 0.157, 20.091, 0.173
 0.170, 20.943, 0.348
 0.171, 17.519, 0.017
 0.086, 21.191, 0.422
 0.148, 20.762, 0.301
 0.145, 21.405, 0.495
 0.080, 21.154, 0.410
 0.158, 14.720, 0.001
 0.122, 20.449, 0.233
 0.191, 18.298, 0.035
 0.168, 21.425, 0.503
 0.065, 16.968, 0.010
 0.189, 21.492, 0.528
 0.169, 17.792, 0.022
 0.155, 17.517, 0.017
 0.088, 18.298, 0.035
 0.161, 21.163, 0.413
 0.114, 21.710, 0.617
 0.094, 19.390, 0.094
 0.136, 21.128, 0.402
 0.163, 17.598, 0.019
 0.114, 21.567, 0.558
 0.193, 20.843, 0.321
 0.114, 20.817, 0.315
 0.176, 20.535, 0.250
 0.194, 20.677, 0.281
 0.143, 15.897, 0.004
 0.161, 21.454, 0.514
 0.189, 21.147, 0.408
 0.159, 19.713, 0.125
 0.141, 21.162, 0.413
 0.174, 14.256, 0.001
 0.127, 19.829, 0.138
 0.151, 21.556, 0.553
 0.164, 17.476, 0.017
 0.175, 18.258, 0.034
 0.159, 19.692, 0.122
 0.102, 18.556, 0.045
 0.156, 19.021, 0.068
 0.091, 18.424, 0.040
 0.110, 19.884, 0.145
 0.112, 21.901, 0.704
 0.106, 20.427, 0.229
 0.084, 17.055, 0.011
 0.169, 19.237, 0.082
 0.045, 17.184, 0.013
 0.026, 20.858, 0.325
 0.053, 21.644, 0.589
 0.114, 21.905, 0.706
 0.139, 21.422, 0.502
 0.082, 20.346, 0.214
 0.192, 21.106, 0.395
 0.160, 20.817, 0.315
 0.146, 20.786, 0.307
 0.045, 18.246, 0.034
 0.124, 20.322, 0.210
 0.032, 16.200, 0.005
 0.079, 21.779, 0.648
 0.187, 20.617, 0.268
 0.126, 14.353, 0.001
 0.157, 17.519, 0.017
 0.086, 18.770, 0.054
 0.073, 19.070, 0.071
 0.187, 20.812, 0.314
 0.200, 19.546, 0.108
 0.183, 18.538, 0.044
 0.114, 17.653, 0.020
 0.192, 21.276, 0.450
 0.070, 18.573, 0.045
 0.065, 21.079, 0.387
 0.144, 21.885, 0.697
 0.080, 21.879, 0.694
 0.182, 21.685, 0.607
 0.193, 18.575, 0.045
 0.128, 18.453, 0.041
 0.140, 20.935, 0.346
 0.189, 20.714, 0.290
 0.190, 21.347, 0.475
 0.118, 21.246, 0.440
 0.104, 16.928, 0.010
 0.148, 21.345, 0.474
 0.044, 21.671, 0.600
 0.145, 16.609, 0.008
 0.067, 21.457, 0.515
 0.081, 21.608, 0.574
 0.076, 19.965, 0.155
 0.163, 20.671, 0.280
 0.171, 21.576, 0.561
 0.133, 13.391, 0.000
 0.082, 13.547, 0.000
 0.128, 21.253, 0.442
 0.079, 21.760, 0.639
 0.152, 20.341, 0.213
 0.149, 16.964, 0.010
 0.104, 20.452, 0.234
 0.120, 21.566, 0.557
 0.193, 21.373, 0.484
 0.184, 19.303, 0.087
 0.185, 21.529, 0.542
 0.160, 21.476, 0.522
 0.193, 20.005, 0.160
 0.142, 20.107, 0.175
 0.143, 20.340, 0.213
 0.076, 17.936, 0.025
 0.041, 19.240, 0.082
 0.117, 16.174, 0.005
 0.200, 15.918, 0.004
 0.143, 21.191, 0.422
 0.074, 21.436, 0.507
 0.084, 19.616, 0.115
 0.101, 17.514, 0.017
 0.132, 17.191, 0.013
 0.185, 19.071, 0.071
 0.173, 19.831, 0.138
 0.172, 18.771, 0.054
 0.161, 21.887, 0.698
 0.164, 21.845, 0.678
 0.125, 18.212, 0.033
 0.151, 21.383, 0.487
 0.180, 19.000, 0.066
 0.159, 18.984, 0.065
 0.164, 17.174, 0.013
 0.133, 14.946, 0.002
 0.144, 21.383, 0.487
 0.131, 21.697, 0.612
 0.101, 18.553, 0.044
 0.182, 20.352, 0.215
 0.106, 20.413, 0.226
 0.148, 16.892, 0.010
 0.185, 17.330, 0.015
 0.153, 19.943, 0.152
 0.185, 18.171, 0.031
 0.118, 19.496, 0.103
 0.159, 21.168, 0.414
 0.198, 21.657, 0.595
 0.189, 21.145, 0.407
 0.096, 18.203, 0.032
 0.057, 18.172, 0.031
 0.151, 19.357, 0.091
 0.129, 17.766, 0.022
 0.199, 21.639, 0.587
 0.085, 18.835, 0.057
 0.075, 21.948, 0.727
 0.107, 20.830, 0.318
 0.124, 21.022, 0.370
 0.173, 18.596, 0.046
 0.176, 20.818, 0.315
 0.171, 21.632, 0.584
 0.181, 21.502, 0.532
 0.172, 17.284, 0.014
 0.088, 20.256, 0.199
 0.115, 21.631, 0.584
 0.082, 16.044, 0.004
 0.197, 19.997, 0.159
 0.192, 16.046, 0.005
 0.110, 20.431, 0.230
 0.156, 20.131, 0.179
 0.176, 15.536, 0.003
 0.143, 21.951, 0.728
 0.038, 21.126, 0.401
 0.125, 17.861, 0.024
 0.145, 20.726, 0.293
 0.097, 21.912, 0.709
 0.164, 20.008, 0.161
 0.136, 21.072, 0.385
 0.161, 19.874, 0.143
 0.146, 21.090, 0.390
 0.118, 21.166, 0.414
 0.123, 21.535, 0.545
 0.127, 21.252, 0.442
 0.122, 21.707, 0.616
 0.133, 21.828, 0.670
 0.186, 19.583, 0.111
 0.199, 19.993, 0.159
 0.116, 18.520, 0.043
 0.113, 21.784, 0.650
 0.097, 21.976, 0.741
 0.196, 21.754, 0.637
 0.152, 18.062, 0.029
 0.176, 18.637, 0.048
 0.161, 20.844, 0.322
 0.115, 19.702, 0.124
 0.165, 17.843, 0.023
 0.190, 19.259, 0.084
 0.177, 18.398, 0.039
 0.189, 13.771, 0.001
 0.161, 19.777, 0.132
 0.143, 21.004, 0.365
 0.197, 17.118, 0.012
 0.192, 19.808, 0.135
 0.093, 20.553, 0.254
 0.117, 21.571, 0.559
 0.031, 19.208, 0.080
 0.063, 21.520, 0.539
 0.183, 18.428, 0.040
 0.061, 18.815, 0.056
 0.191, 19.842, 0.139
 0.143, 16.044, 0.004
 0.120, 20.572, 0.258
 0.106, 19.579, 0.111
 0.140, 21.456, 0.514
 0.136, 21.312, 0.462
 0.130, 18.737, 0.052
 0.138, 20.286, 0.204
 0.166, 15.345, 0.002
 0.127, 17.490, 0.017
 0.150, 15.723, 0.003
 0.196, 17.045, 0.011
 0.094, 21.678, 0.603
 0.166, 21.528, 0.542
 0.195, 20.327, 0.211
 0.156, 21.614, 0.577
 0.131, 19.478, 0.101
 0.187, 13.696, 0.001
 0.162, 18.141, 0.031
 0.059, 20.565, 0.257
 0.078, 20.617, 0.268
 0.199, 21.577, 0.561
 0.144, 20.137, 0.180
 0.140, 20.293, 0.205
 0.147, 21.790, 0.653
 0.096, 21.854, 0.682
 0.188, 20.258, 0.199
 0.021, 20.386, 0.221
 0.155, 21.273, 0.449
 0.126, 19.718, 0.125
 0.157, 20.337, 0.213
 0.056, 20.441, 0.232
 0.102, 17.811, 0.023
 0.194, 20.985, 0.360
 0.133, 19.833, 0.138
 0.197, 19.595, 0.112
 0.064, 21.698, 0.612
 0.139, 18.840, 0.058
 0.122, 15.098, 0.002
 0.132, 18.778, 0.054
 0.052, 19.406, 0.095
 0.180, 21.654, 0.593
 0.106, 13.109, 0.000
 0.161, 19.080, 0.071
 0.187, 20.274, 0.202
 0.170, 21.030, 0.372
 0.166, 20.489, 0.241
 0.051, 18.513, 0.043
 0.163, 20.806, 0.312
 0.155, 20.290, 0.204
 0.144, 20.236, 0.195
 0.184, 20.106, 0.175
 0.141, 21.621, 0.580
 0.015, 16.729, 0.008
 0.108, 20.075, 0.170
 0.181, 21.857, 0.683
 0.198, 19.370, 0.092
 0.057, 21.306, 0.460
 0.181, 17.544, 0.018
 0.140, 17.982, 0.027
 0.122, 21.702, 0.614
 0.186, 19.080, 0.071
 0.195, 15.671, 0.003
 0.195, 21.542, 0.548
 0.189, 18.874, 0.059
 0.195, 15.546, 0.003
 0.144, 18.980, 0.065
 0.091, 16.064, 0.005
 0.075, 15.815, 0.004
 0.122, 21.435, 0.506
 0.140, 21.687, 0.607
 0.154, 16.867, 0.010
 0.107, 18.957, 0.064
 0.199, 20.356, 0.216
 0.184, 18.840, 0.058
 0.138, 20.698, 0.286
 0.151, 21.589, 0.567
 0.070, 20.006, 0.160
 0.166, 21.871, 0.690
 0.122, 18.008, 0.027
 0.197, 21.863, 0.686
 0.073, 20.924, 0.343
 0.175, 19.578, 0.111
 0.148, 20.696, 0.286
 0.193, 21.834, 0.673
 0.174, 21.731, 0.626
 0.196, 20.170, 0.185
 0.121, 16.266, 0.006
 0.079, 16.796, 0.009
 0.194, 21.457, 0.515
 0.100, 20.053, 0.167
 0.100, 15.499, 0.003
 0.193, 21.032, 0.373
 0.154, 19.916, 0.149
 0.077, 20.596, 0.263
 0.188, 21.193, 0.422
 0.119, 18.492, 0.042
 0.061, 21.533, 0.544
 0.154, 21.343, 0.473
 0.062, 18.075, 0.029
 0.163, 21.974, 0.740
 0.149, 18.329, 0.036
 0.154, 17.359, 0.015
 0.164, 14.704, 0.001
 0.139, 18.568, 0.045
 0.115, 16.037, 0.004
 0.108, 19.286, 0.086
 0.154, 17.726, 0.021
 0.072, 18.691, 0.050
 0.166, 21.045, 0.377
 0.160, 21.816, 0.665
 0.152, 20.102, 0.174
 0.188, 20.931, 0.345
 0.174, 21.369, 0.482
 0.055, 21.230, 0.434
 0.177, 16.229, 0.005
 0.187, 20.498, 0.243
 0.163, 21.784, 0.650
 0.078, 18.971, 0.065
 0.165, 20.763, 0.302
 0.105, 20.978, 0.358
 0.145, 21.633, 0.584
 0.164, 21.710, 0.617
 0.092, 21.575, 0.561
 0.142, 12.579, 0.000
 0.184, 19.372, 0.092
 0.155, 18.783, 0.055
 0.156, 16.007, 0.004
 0.167, 19.839, 0.139
 0.191, 19.518, 0.105
 0.143, 18.572, 0.045
 0.131, 20.958, 0.352
 0.198, 21.941, 0.724
 0.176, 20.501, 0.244
 0.145, 21.012, 0.367
 0.195, 21.444, 0.510
 0.179, 20.807, 0.312
 0.193, 21.503, 0.532
 0.193, 15.681, 0.003
 0.179, 14.855, 0.002
 0.113, 19.738, 0.127
 0.119, 17.570, 0.018
 0.125, 19.892, 0.146
 0.145, 21.659, 0.595
 0.189, 19.773, 0.131
 0.166, 20.607, 0.266
 0.116, 21.786, 0.651
 0.160, 21.300, 0.458
 0.114, 19.802, 0.135
 0.117, 17.219, 0.013
 0.167, 21.273, 0.449
 0.132, 20.098, 0.174
 0.082, 17.244, 0.014
 0.150, 21.394, 0.491
 0.144, 21.636, 0.586
 0.147, 19.396, 0.094
 0.103, 20.231, 0.194
 0.149, 20.876, 0.330
 0.131, 19.262, 0.084
 0.165, 21.461, 0.516
 0.110, 21.644, 0.589
 0.196, 19.410, 0.096
 0.162, 19.081, 0.071
 0.117, 17.679, 0.020
 0.099, 18.913, 0.061
 0.140, 17.033, 0.011
 0.059, 21.996, 0.751
 0.178, 18.602, 0.046
 0.114, 15.668, 0.003
 0.142, 20.571, 0.258
 0.184, 21.254, 0.442
 0.192, 21.114, 0.397
 0.104, 21.815, 0.664
 0.189, 21.889, 0.699
 0.190, 15.104, 0.002
 0.101, 21.893, 0.700
 0.184, 21.258, 0.444
 0.078, 21.913, 0.710
 0.192, 21.949, 0.727
 0.139, 18.389, 0.038
 0.070, 21.456, 0.514
 0.185, 21.360, 0.479
 0.194, 17.642, 0.019
 0.188, 12.890, 0.000
 0.102, 18.835, 0.057
 0.160, 20.196, 0.189
 0.194, 18.802, 0.056
 0.159, 20.749, 0.298
 0.088, 16.282, 0.006
 0.178, 21.868, 0.689
 0.178, 21.151, 0.409
 0.197, 17.124, 0.012
 0.199, 20.537, 0.251
 0.138, 20.103, 0.174
 0.182, 20.189, 0.188
 0.188, 20.834, 0.319
 0.140, 15.490, 0.003
 0.179, 19.201, 0.079
 0.153, 21.566, 0.557
 0.052, 21.035, 0.374
 0.145, 21.698, 0.612
 0.135, 19.349, 0.091
 0.086, 20.567, 0.257
 0.182, 21.474, 0.521
 0.140, 21.328, 0.468
 0.067, 14.034, 0.001
 0.180, 19.125, 0.074
 0.098, 15.894, 0.004
 0.168, 21.935, 0.720
 0.090, 20.561, 0.256
 0.163, 20.475, 0.238
 0.136, 18.816, 0.056
 0.121, 17.618, 0.019
 0.184, 20.078, 0.171
 0.079, 19.420, 0.096
 0.192, 20.585, 0.261
 0.066, 21.357, 0.478
 0.108, 21.188, 0.421
 0.085, 20.837, 0.320
 0.134, 21.433, 0.506
 0.154, 19.258, 0.084
 0.139, 19.461, 0.100
 0.131, 21.101, 0.393
 0.182, 20.412, 0.226
 0.101, 21.478, 0.523
 0.095, 19.380, 0.093
 0.101, 21.317, 0.464
 0.067, 20.505, 0.244
 0.182, 20.651, 0.275
 0.193, 20.315, 0.209
 0.151, 19.606, 0.114
 0.167, 15.871, 0.004
 0.166, 21.163, 0.413
 0.144, 19.169, 0.077
 0.141, 20.577, 0.259
 0.187, 16.574, 0.007
 0.194, 21.469, 0.519
 0.057, 21.816, 0.665
 0.144, 19.868, 0.143
 0.084, 19.866, 0.142
 0.105, 20.179, 0.186
 0.130, 18.802, 0.056
 0.161, 21.485, 0.525
 0.155, 21.899, 0.703
 0.106, 20.540, 0.251
 0.085, 21.892, 0.700
 0.124, 17.223, 0.013
 0.132, 21.392, 0.491
 0.189, 16.888, 0.010
 0.158, 21.389, 0.489
 0.117, 19.979, 0.157
 0.167, 21.548, 0.550
 0.139, 20.865, 0.327
 0.101, 21.940, 0.723
 0.169, 20.663, 0.278
 0.174, 19.635, 0.116
 0.041, 20.521, 0.248
 0.169, 19.443, 0.098
 0.166, 20.171, 0.185
 0.131, 21.186, 0.420
 0.133, 19.811, 0.136
 0.187, 21.682, 0.605
 0.146, 20.423, 0.228
 0.199, 15.396, 0.002
 0.066, 17.331, 0.015
 0.190, 16.859, 0.009
 0.185, 13.502, 0.000
 0.087, 15.994, 0.004
 0.102, 21.980, 0.743
 0.165, 19.277, 0.085
 0.098, 21.792, 0.654
 0.179, 20.973, 0.356
 0.152, 20.416, 0.227
 0.193, 21.330, 0.468
 0.087, 18.590, 0.046
 0.101, 12.742, 0.000
 0.047, 20.687, 0.284
 0.114, 16.887, 0.010
 0.185, 21.967, 0.736
 0.181, 16.528, 0.007
 0.036, 21.391, 0.490
 0.151, 19.557, 0.109
 0.054, 19.737, 0.127
 0.062, 21.806, 0.660
 0.028, 20.928, 0.344
 0.147, 21.977, 0.741
 0.017, 16.826, 0.009
 0.108, 21.216, 0.430
 0.164, 21.075, 0.386
 0.080, 20.233, 0.195
 0.199, 21.879, 0.694
 0.134, 20.076, 0.170
 0.155, 21.424, 0.502
 0.103, 17.115, 0.012
 0.185, 21.618, 0.578
 0.050, 20.440, 0.232
 0.130, 19.632, 0.116
 0.176, 21.840, 0.676
 0.134, 20.654, 0.276
 0.161, 20.826, 0.317
 0.166, 19.203, 0.080
 0.120, 21.814, 0.663
 0.172, 21.658, 0.595
 0.185, 16.525, 0.007
 0.189, 20.536, 0.251
 0.200, 20.382, 0.221
 0.090, 21.284, 0.453
 0.163, 20.531, 0.250
 0.168, 21.730, 0.626
 0.167, 21.288, 0.454
 0.154, 19.986, 0.158
 0.177, 20.770, 0.303
 0.117, 15.705, 0.003
 0.191, 21.563, 0.556
 0.108, 20.095, 0.173
 0.125, 19.772, 0.131
 0.182, 19.689, 0.122
 0.110, 21.116, 0.398
 0.181, 20.301, 0.206
 0.102, 15.039, 0.002
 0.173, 15.629, 0.003
 0.178, 21.269, 0.447
 0.199, 19.655, 0.119
 0.045, 21.913, 0.710
 0.169, 20.842, 0.321
 0.174, 17.651, 0.020
 0.134, 21.504, 0.533
 0.172, 20.133, 0.179
 0.094, 20.610, 0.266
 0.084, 17.898, 0.025
 0.152, 19.160, 0.077
 0.173, 13.924, 0.001
 0.125, 20.181, 0.186
 0.074, 21.415, 0.499
 0.183, 19.721, 0.126
 0.186, 18.274, 0.035
 0.194, 20.202, 0.190
 0.156, 19.625, 0.115
 0.171, 20.733, 0.294
 0.102, 11.852, 0.000
 0.170, 21.887, 0.697
 0.060, 20.007, 0.161
 0.080, 21.828, 0.670
 0.043, 21.160, 0.412
 0.098, 19.651, 0.118
 0.177, 21.727, 0.625
 0.160, 20.384, 0.221
 0.133, 15.378, 0.002
 0.107, 20.465, 0.236
 0.080, 21.943, 0.725
 0.121, 19.889, 0.145
 0.130, 20.374, 0.219
 0.065, 18.433, 0.040
 0.146, 21.144, 0.407
 0.133, 19.330, 0.089
 0.110, 14.004, 0.001
 0.157, 21.451, 0.512
 0.158, 18.878, 0.060
 0.083, 19.219, 0.081
 0.090, 20.884, 0.332
 0.069, 20.500, 0.243
 0.139, 21.251, 0.442
 0.199, 19.071, 0.071
 0.087, 18.286, 0.035
 0.134, 17.558, 0.018
 0.153, 20.194, 0.188
 0.171, 19.235, 0.082
 0.172, 18.972, 0.065
 0.015, 19.424, 0.097
 0.182, 18.373, 0.038
 0.087, 21.039, 0.375
 0.149, 21.572, 0.559
 0.098, 21.523, 0.540
 0.156, 15.127, 0.002
 0.163, 13.962, 0.001
 0.159, 18.219, 0.033
 0.168, 19.290, 0.086
 0.065, 19.395, 0.094
 0.097, 21.566, 0.557
 0.089, 19.775, 0.132
 0.136, 20.262, 0.200
 0.191, 21.612, 0.576
 0.157, 21.278, 0.451
 0.134, 16.684, 0.008
 0.109, 14.614, 0.001
 0.147, 21.784, 0.650
 0.076, 19.673, 0.120
 0.044, 21.747, 0.633
 0.177, 21.789, 0.652
 0.140, 16.110, 0.005
 0.158, 18.893, 0.060
 0.072, 20.847, 0.323
 0.134, 21.594, 0.568
 0.170, 21.112, 0.397
 0.122, 20.347, 0.214
 0.105, 19.918, 0.149
 0.107, 20.111, 0.176
 0.167, 21.247, 0.440
 0.183, 16.777, 0.009
 0.078, 13.236, 0.000
 0.128, 21.457, 0.515
 0.156, 18.076, 0.029
 0.184, 15.752, 0.003
 0.186, 19.916, 0.149
 0.145, 21.867, 0.688
 0.175, 21.728, 0.625
 0.181, 21.234, 0.436
 0.194, 14.776, 0.001
 0.084, 18.322, 0.036
 0.068, 19.776, 0.132
 0.180, 18.655, 0.049
 0.088, 21.748, 0.634
 0.167, 21.185, 0.420
 0.155, 21.521, 0.539
 0.075, 21.271, 0.448
 0.172, 19.846, 0.140
 0.153, 20.869, 0.328
 0.134, 21.473, 0.521
 0.111, 21.840, 0.676
 0.147, 21.457, 0.515
 0.161, 19.242, 0.082
 0.101, 21.271, 0.448
 0.106, 16.887, 0.010
 0.124, 21.566, 0.557
 0.112, 17.558, 0.018
 0.193, 19.176, 0.078
 0.061, 20.389, 0.222
 0.084, 16.145, 0.005
 0.116, 19.520, 0.105
 0.110, 21.757, 0.638
 0.162, 21.610, 0.575
 0.045, 17.099, 0.012
 0.179, 21.017, 0.369
 0.120, 17.349, 0.015
 0.181, 18.244, 0.034
 0.152, 17.238, 0.013
 0.074, 21.962, 0.734
 0.124, 21.663, 0.597
 0.109, 21.149, 0.408
 0.152, 18.349, 0.037
 0.066, 15.796, 0.004
 0.198, 21.917, 0.712
 0.111, 15.898, 0.004
 0.177, 19.923, 0.149
 0.178, 21.375, 0.484
 0.191, 20.421, 0.228
 0.128, 20.021, 0.163
 0.128, 16.212, 0.005
 0.098, 21.660, 0.596
 0.104, 17.677, 0.020
 0.170, 19.238, 0.082
 0.105, 16.819, 0.009
 0.150, 18.477, 0.042
 0.185, 14.625, 0.001
 0.120, 16.923, 0.010
 0.141, 16.144, 0.005
 0.032, 20.914, 0.340
 0.114, 20.097, 0.173
 0.150, 18.277, 0.035
 0.166, 21.323, 0.466
 0.114, 21.466, 0.518
 0.148, 21.744, 0.632
 0.093, 21.084, 0.388
 0.184, 17.830, 0.023
 0.168, 21.570, 0.559
 0.126, 17.246, 0.014
 0.147, 13.736, 0.001
 0.199, 18.856, 0.058
 0.180, 21.601, 0.571
 0.134, 21.409, 0.497
 0.159, 17.973, 0.026
 0.173, 21.561, 0.555
 0.057, 20.545, 0.252
 0.141, 21.413, 0.498
 0.110, 13.547, 0.000
 0.110, 20.814, 0.314
 0.067, 21.857, 0.683
 0.145, 16.557, 0.007
 0.140, 20.901, 0.337
 0.065, 21.586, 0.565
 0.103, 14.042, 0.001
 0.142, 20.277, 0.202
 0.159, 15.904, 0.004
 0.173, 15.055, 0.002
 0.114, 19.451, 0.099
 0.125, 18.178, 0.032
 0.130, 21.860, 0.685
 0.040, 18.166, 0.031
 0.130, 21.049, 0.378
 0.149, 17.846, 0.023
 0.200, 21.321, 0.465
 0.097, 16.856, 0.009
 0.186, 15.404, 0.002
 0.149, 20.193, 0.188
 0.148, 20.488, 0.241
 0.182, 19.682, 0.121
 0.117, 20.303, 0.207
 0.150, 17.329, 0.015
 0.180, 20.828, 0.318
 0.182, 19.280, 0.085
 0.198, 19.286, 0.086
 0.052, 21.533, 0.544
 0.073, 20.000, 0.160
 0.131, 21.218, 0.430
 0.145, 18.355, 0.037
